"datetime_id","datetime","date","time","year","month","day","dow"
67,"2005-06-21 14:37:55","2005-06-21","14:37:55",2005,6,21,"3"
68,"2005-07-06 09:29:22","2005-07-06","09:29:22",2005,7,6,"4"
69,"2005-07-07 10:31:05","2005-07-07","10:31:05",2005,7,7,"5"
70,"2005-07-07 21:12:36","2005-07-07","21:12:36",2005,7,7,"5"
71,"2005-07-09 05:44:28","2005-07-09","05:44:28",2005,7,9,"7"
72,"2005-07-09 07:55:01","2005-07-09","07:55:01",2005,7,9,"7"
73,"2005-07-28 05:23:36","2005-07-28","05:23:36",2005,7,28,"5"
74,"2005-07-28 14:30:13","2005-07-28","14:30:13",2005,7,28,"5"
75,"2005-08-17 15:08:27","2005-08-17","15:08:27",2005,8,17,"4"
76,"2005-08-21 13:10:40","2005-08-21","13:10:40",2005,8,21,"1"
77,"2005-08-21 21:43:53","2005-08-21","21:43:53",2005,8,21,"1"
78,"2005-08-23 10:11:40","2005-08-23","10:11:40",2005,8,23,"3"
79,"2005-08-23 15:59:12","2005-08-23","15:59:12",2005,8,23,"3"
80,"2005-08-23 19:54:24","2005-08-23","19:54:24",2005,8,23,"3"
81,"2005-05-28 18:45:47","2005-05-28","18:45:47",2005,5,28,"7"
82,"2005-06-15 14:31:05","2005-06-15","14:31:05",2005,6,15,"4"
83,"2005-06-15 15:28:23","2005-06-15","15:28:23",2005,6,15,"4"
84,"2005-06-15 16:57:58","2005-06-15","16:57:58",2005,6,15,"4"
85,"2005-07-06 19:54:41","2005-07-06","19:54:41",2005,7,6,"4"
86,"2005-07-09 04:28:01","2005-07-09","04:28:01",2005,7,9,"7"
87,"2005-07-11 19:25:15","2005-07-11","19:25:15",2005,7,11,"2"
88,"2005-07-12 15:29:27","2005-07-12","15:29:27",2005,7,12,"3"
89,"2005-07-12 15:54:40","2005-07-12","15:54:40",2005,7,12,"3"
90,"2005-07-27 06:55:39","2005-07-27","06:55:39",2005,7,27,"4"
91,"2005-07-27 13:11:57","2005-07-27","13:11:57",2005,7,27,"4"
92,"2005-07-29 05:16:35","2005-07-29","05:16:35",2005,7,29,"6"
93,"2005-07-29 21:36:59","2005-07-29","21:36:59",2005,7,29,"6"
94,"2005-07-30 18:13:45","2005-07-30","18:13:45",2005,7,30,"7"
95,"2005-07-31 21:24:24","2005-07-31","21:24:24",2005,7,31,"1"
96,"2005-07-31 21:31:49","2005-07-31","21:31:49",2005,7,31,"1"
97,"2005-08-01 00:34:42","2005-08-01","00:34:42",2005,8,1,"2"
98,"2005-08-01 14:49:41","2005-08-01","14:49:41",2005,8,1,"2"
99,"2005-08-18 09:02:41","2005-08-18","09:02:41",2005,8,18,"5"
100,"2005-08-19 03:50:48","2005-08-19","03:50:48",2005,8,19,"6"
101,"2005-08-19 20:59:19","2005-08-19","20:59:19",2005,8,19,"6"
102,"2005-08-20 23:26:40","2005-08-20","23:26:40",2005,8,20,"7"
103,"2005-08-21 03:00:31","2005-08-21","03:00:31",2005,8,21,"1"
104,"2005-08-21 14:33:58","2005-08-21","14:33:58",2005,8,21,"1"
105,"2005-08-21 23:56:30","2005-08-21","23:56:30",2005,8,21,"1"
106,"2005-08-22 00:36:41","2005-08-22","00:36:41",2005,8,22,"2"
107,"2005-08-22 16:15:33","2005-08-22","16:15:33",2005,8,22,"2"
108,"2005-05-31 00:47:56","2005-05-31","00:47:56",2005,5,31,"3"
109,"2005-06-16 18:07:48","2005-06-16","18:07:48",2005,6,16,"5"
110,"2005-06-20 11:50:30","2005-06-20","11:50:30",2005,6,20,"2"
111,"2005-07-05 23:33:40","2005-07-05","23:33:40",2005,7,5,"3"
112,"2005-07-07 02:48:00","2005-07-07","02:48:00",2005,7,7,"5"
113,"2005-07-09 06:34:40","2005-07-09","06:34:40",2005,7,9,"7"
114,"2005-07-10 04:48:29","2005-07-10","04:48:29",2005,7,10,"1"
115,"2005-07-10 12:58:12","2005-07-10","12:58:12",2005,7,10,"1"
116,"2005-07-11 02:02:55","2005-07-11","02:02:55",2005,7,11,"2"
117,"2005-07-11 15:45:39","2005-07-11","15:45:39",2005,7,11,"2"
118,"2005-07-12 01:31:06","2005-07-12","01:31:06",2005,7,12,"3"
119,"2005-07-27 14:47:35","2005-07-27","14:47:35",2005,7,27,"4"
120,"2005-07-28 10:46:58","2005-07-28","10:46:58",2005,7,28,"5"
121,"2005-07-28 18:50:14","2005-07-28","18:50:14",2005,7,28,"5"
122,"2005-07-30 23:54:26","2005-07-30","23:54:26",2005,7,30,"7"
123,"2005-07-31 03:51:52","2005-07-31","03:51:52",2005,7,31,"1"
124,"2005-08-01 12:15:11","2005-08-01","12:15:11",2005,8,1,"2"
125,"2005-08-01 14:23:36","2005-08-01","14:23:36",2005,8,1,"2"
126,"2005-08-01 21:24:55","2005-08-01","21:24:55",2005,8,1,"2"
127,"2005-08-16 23:39:59","2005-08-16","23:39:59",2005,8,16,"3"
128,"2005-08-18 02:58:40","2005-08-18","02:58:40",2005,8,18,"5"
129,"2005-08-18 04:43:22","2005-08-18","04:43:22",2005,8,18,"5"
130,"2005-08-18 06:44:30","2005-08-18","06:44:30",2005,8,18,"5"
131,"2005-08-18 20:24:46","2005-08-18","20:24:46",2005,8,18,"5"
132,"2005-08-18 21:44:46","2005-08-18","21:44:46",2005,8,18,"5"
133,"2005-08-18 23:29:25","2005-08-18","23:29:25",2005,8,18,"5"
134,"2005-08-21 00:31:07","2005-08-21","00:31:07",2005,8,21,"1"
135,"2005-08-22 00:34:17","2005-08-22","00:34:17",2005,8,22,"2"
136,"2005-08-22 11:17:37","2005-08-22","11:17:37",2005,8,22,"2"
137,"2005-05-27 23:51:12","2005-05-27","23:51:12",2005,5,27,"6"
138,"2005-06-15 03:50:36","2005-06-15","03:50:36",2005,6,15,"4"
139,"2005-06-17 17:35:10","2005-06-17","17:35:10",2005,6,17,"6"
140,"2005-06-20 19:55:47","2005-06-20","19:55:47",2005,6,20,"2"
141,"2005-07-09 12:44:47","2005-07-09","12:44:47",2005,7,9,"7"
142,"2005-07-28 19:23:15","2005-07-28","19:23:15",2005,7,28,"5"
143,"2005-07-28 23:18:29","2005-07-28","23:18:29",2005,7,28,"5"
144,"2005-07-29 07:10:14","2005-07-29","07:10:14",2005,7,29,"6"
145,"2005-07-30 06:33:55","2005-07-30","06:33:55",2005,7,30,"7"
146,"2005-07-30 15:15:51","2005-07-30","15:15:51",2005,7,30,"7"
147,"2005-07-31 09:55:36","2005-07-31","09:55:36",2005,7,31,"1"
148,"2005-08-01 01:49:36","2005-08-01","01:49:36",2005,8,1,"2"
149,"2005-08-02 09:14:09","2005-08-02","09:14:09",2005,8,2,"3"
150,"2005-08-18 13:52:41","2005-08-18","13:52:41",2005,8,18,"5"
151,"2005-08-20 07:42:24","2005-08-20","07:42:24",2005,8,20,"7"
152,"2005-08-22 15:56:42","2005-08-22","15:56:42",2005,8,22,"2"
153,"2005-05-25 00:02:21","2005-05-25","00:02:21",2005,5,25,"4"
154,"2005-05-29 01:49:43","2005-05-29","01:49:43",2005,5,29,"1"
155,"2005-05-30 06:21:05","2005-05-30","06:21:05",2005,5,30,"2"
156,"2005-06-20 07:29:15","2005-06-20","07:29:15",2005,6,20,"2"
157,"2005-06-20 12:18:31","2005-06-20","12:18:31",2005,6,20,"2"
158,"2005-07-08 23:18:48","2005-07-08","23:18:48",2005,7,8,"6"
159,"2005-07-09 00:29:29","2005-07-09","00:29:29",2005,7,9,"7"
160,"2005-07-10 00:49:04","2005-07-10","00:49:04",2005,7,10,"1"
161,"2005-07-11 01:38:42","2005-07-11","01:38:42",2005,7,11,"2"
162,"2005-07-11 13:59:50","2005-07-11","13:59:50",2005,7,11,"2"
163,"2005-07-12 11:51:54","2005-07-12","11:51:54",2005,7,12,"3"
164,"2005-07-29 08:11:31","2005-07-29","08:11:31",2005,7,29,"6"
165,"2005-07-31 08:40:54","2005-07-31","08:40:54",2005,7,31,"1"
166,"2005-08-01 16:31:35","2005-08-01","16:31:35",2005,8,1,"2"
167,"2005-08-02 03:46:18","2005-08-02","03:46:18",2005,8,2,"3"
168,"2005-08-02 16:42:52","2005-08-02","16:42:52",2005,8,2,"3"
169,"2005-08-17 17:16:42","2005-08-17","17:16:42",2005,8,17,"4"
170,"2005-08-19 16:53:56","2005-08-19","16:53:56",2005,8,19,"6"
171,"2005-08-19 18:35:52","2005-08-19","18:35:52",2005,8,19,"6"
172,"2005-08-22 19:44:00","2005-08-22","19:44:00",2005,8,22,"2"
173,"2005-08-23 01:25:30","2005-08-23","01:25:30",2005,8,23,"3"
174,"2005-05-25 16:12:52","2005-05-25","16:12:52",2005,5,25,"4"
175,"2005-05-26 03:14:15","2005-05-26","03:14:15",2005,5,26,"5"
176,"2005-05-28 03:11:47","2005-05-28","03:11:47",2005,5,28,"7"
177,"2005-05-30 08:31:31","2005-05-30","08:31:31",2005,5,30,"2"
178,"2005-06-15 14:05:32","2005-06-15","14:05:32",2005,6,15,"4"
179,"2005-06-17 05:36:07","2005-06-17","05:36:07",2005,6,17,"6"
180,"2005-06-17 06:06:10","2005-06-17","06:06:10",2005,6,17,"6"
181,"2005-07-08 05:38:46","2005-07-08","05:38:46",2005,7,8,"6"
182,"2005-07-08 09:20:09","2005-07-08","09:20:09",2005,7,8,"6"
183,"2005-07-09 11:37:47","2005-07-09","11:37:47",2005,7,9,"7"
184,"2005-07-09 12:05:45","2005-07-09","12:05:45",2005,7,9,"7"
185,"2005-07-12 16:34:59","2005-07-12","16:34:59",2005,7,12,"3"
186,"2005-07-27 01:08:26","2005-07-27","01:08:26",2005,7,27,"4"
187,"2005-07-28 03:07:29","2005-07-28","03:07:29",2005,7,28,"5"
188,"2005-07-30 11:52:40","2005-07-30","11:52:40",2005,7,30,"7"
189,"2005-07-31 09:25:00","2005-07-31","09:25:00",2005,7,31,"1"
190,"2005-08-01 00:15:49","2005-08-01","00:15:49",2005,8,1,"2"
191,"2005-08-01 10:19:53","2005-08-01","10:19:53",2005,8,1,"2"
192,"2005-08-01 18:45:09","2005-08-01","18:45:09",2005,8,1,"2"
193,"2005-08-16 23:30:07","2005-08-16","23:30:07",2005,8,16,"3"
194,"2005-08-17 00:29:00","2005-08-17","00:29:00",2005,8,17,"4"
195,"2005-08-17 03:12:04","2005-08-17","03:12:04",2005,8,17,"4"
196,"2005-08-18 13:33:55","2005-08-18","13:33:55",2005,8,18,"5"
197,"2005-08-20 00:17:01","2005-08-20","00:17:01",2005,8,20,"7"
198,"2005-08-21 23:53:07","2005-08-21","23:53:07",2005,8,21,"1"
199,"2005-08-23 03:54:39","2005-08-23","03:54:39",2005,8,23,"3"
200,"2005-08-23 20:23:08","2005-08-23","20:23:08",2005,8,23,"3"
201,"2005-05-26 02:50:31","2005-05-26","02:50:31",2005,5,26,"5"
202,"2005-05-27 18:48:41","2005-05-27","18:48:41",2005,5,27,"6"
203,"2005-05-29 19:30:42","2005-05-29","19:30:42",2005,5,29,"1"
204,"2005-07-07 04:04:26","2005-07-07","04:04:26",2005,7,7,"5"
205,"2005-07-07 15:48:38","2005-07-07","15:48:38",2005,7,7,"5"
206,"2005-07-10 21:40:06","2005-07-10","21:40:06",2005,7,10,"1"
207,"2005-07-28 01:48:32","2005-07-28","01:48:32",2005,7,28,"5"
208,"2005-07-29 07:44:05","2005-07-29","07:44:05",2005,7,29,"6"
209,"2005-07-29 15:44:55","2005-07-29","15:44:55",2005,7,29,"6"
210,"2005-07-29 17:58:58","2005-07-29","17:58:58",2005,7,29,"6"
211,"2005-07-31 07:32:21","2005-07-31","07:32:21",2005,7,31,"1"
212,"2005-07-31 23:29:05","2005-07-31","23:29:05",2005,7,31,"1"
213,"2005-08-17 12:25:33","2005-08-17","12:25:33",2005,8,17,"4"
214,"2005-08-18 12:14:21","2005-08-18","12:14:21",2005,8,18,"5"
215,"2005-08-18 12:26:37","2005-08-18","12:26:37",2005,8,18,"5"
216,"2005-08-19 04:13:43","2005-08-19","04:13:43",2005,8,19,"6"
217,"2005-08-19 08:19:21","2005-08-19","08:19:21",2005,8,19,"6"
218,"2005-08-21 09:16:19","2005-08-21","09:16:19",2005,8,21,"1"
219,"2005-08-21 11:36:34","2005-08-21","11:36:34",2005,8,21,"1"
220,"2005-08-23 15:21:19","2005-08-23","15:21:19",2005,8,23,"3"
221,"2005-08-23 18:23:11","2005-08-23","18:23:11",2005,8,23,"3"
222,"2005-05-29 17:35:50","2005-05-29","17:35:50",2005,5,29,"1"
223,"2005-06-15 01:25:08","2005-06-15","01:25:08",2005,6,15,"4"
224,"2005-06-18 22:00:50","2005-06-18","22:00:50",2005,6,18,"7"
225,"2005-06-20 03:42:27","2005-06-20","03:42:27",2005,6,20,"2"
226,"2005-07-06 03:02:13","2005-07-06","03:02:13",2005,7,6,"4"
227,"2005-07-06 05:37:26","2005-07-06","05:37:26",2005,7,6,"4"
228,"2005-07-06 12:37:16","2005-07-06","12:37:16",2005,7,6,"4"
229,"2005-07-07 21:20:28","2005-07-07","21:20:28",2005,7,7,"5"
230,"2005-07-08 06:58:43","2005-07-08","06:58:43",2005,7,8,"6"
231,"2005-07-09 16:49:46","2005-07-09","16:49:46",2005,7,9,"7"
232,"2005-07-11 11:14:35","2005-07-11","11:14:35",2005,7,11,"2"
233,"2005-07-11 16:47:32","2005-07-11","16:47:32",2005,7,11,"2"
234,"2005-07-28 01:03:41","2005-07-28","01:03:41",2005,7,28,"5"
235,"2005-07-29 10:12:45","2005-07-29","10:12:45",2005,7,29,"6"
236,"2005-07-31 06:00:41","2005-07-31","06:00:41",2005,7,31,"1"
237,"2005-07-31 10:08:33","2005-07-31","10:08:33",2005,7,31,"1"
238,"2005-08-02 06:07:54","2005-08-02","06:07:54",2005,8,2,"3"
239,"2005-08-17 01:01:48","2005-08-17","01:01:48",2005,8,17,"4"
240,"2005-08-17 16:10:19","2005-08-17","16:10:19",2005,8,17,"4"
241,"2005-08-23 00:11:52","2005-08-23","00:11:52",2005,8,23,"3"
242,"2005-05-27 18:12:13","2005-05-27","18:12:13",2005,5,27,"6"
243,"2005-05-28 03:17:57","2005-05-28","03:17:57",2005,5,28,"7"
244,"2005-06-15 03:35:16","2005-06-15","03:35:16",2005,6,15,"4"
245,"2005-06-15 05:38:09","2005-06-15","05:38:09",2005,6,15,"4"
246,"2005-06-18 21:38:26","2005-06-18","21:38:26",2005,6,18,"7"
247,"2005-06-20 04:41:41","2005-06-20","04:41:41",2005,6,20,"2"
248,"2005-06-20 12:51:01","2005-06-20","12:51:01",2005,6,20,"2"
249,"2005-06-21 11:38:45","2005-06-21","11:38:45",2005,6,21,"3"
250,"2005-07-06 07:20:11","2005-07-06","07:20:11",2005,7,6,"4"
251,"2005-07-06 11:45:53","2005-07-06","11:45:53",2005,7,6,"4"
252,"2005-07-07 06:09:11","2005-07-07","06:09:11",2005,7,7,"5"
253,"2005-07-11 00:24:44","2005-07-11","00:24:44",2005,7,11,"2"
254,"2005-07-11 18:58:20","2005-07-11","18:58:20",2005,7,11,"2"
255,"2005-07-11 19:48:24","2005-07-11","19:48:24",2005,7,11,"2"
256,"2005-07-27 05:08:59","2005-07-27","05:08:59",2005,7,27,"4"
257,"2005-07-28 15:30:26","2005-07-28","15:30:26",2005,7,28,"5"
258,"2005-07-30 07:15:45","2005-07-30","07:15:45",2005,7,30,"7"
259,"2005-07-30 23:35:42","2005-07-30","23:35:42",2005,7,30,"7"
260,"2005-07-31 10:47:01","2005-07-31","10:47:01",2005,7,31,"1"
261,"2005-07-31 21:04:49","2005-07-31","21:04:49",2005,7,31,"1"
262,"2005-08-01 09:01:04","2005-08-01","09:01:04",2005,8,1,"2"
263,"2005-08-01 21:37:55","2005-08-01","21:37:55",2005,8,1,"2"
264,"2005-08-02 05:59:42","2005-08-02","05:59:42",2005,8,2,"3"
265,"2005-08-02 18:40:12","2005-08-02","18:40:12",2005,8,2,"3"
266,"2005-08-02 20:02:39","2005-08-02","20:02:39",2005,8,2,"3"
267,"2005-08-02 21:28:03","2005-08-02","21:28:03",2005,8,2,"3"
268,"2005-08-17 01:19:52","2005-08-17","01:19:52",2005,8,17,"4"
269,"2005-08-17 18:56:55","2005-08-17","18:56:55",2005,8,17,"4"
270,"2005-08-17 23:37:03","2005-08-17","23:37:03",2005,8,17,"4"
271,"2005-08-19 00:20:36","2005-08-19","00:20:36",2005,8,19,"6"
272,"2005-08-21 14:59:29","2005-08-21","14:59:29",2005,8,21,"1"
273,"2005-08-21 19:45:27","2005-08-21","19:45:27",2005,8,21,"1"
274,"2005-08-21 22:02:08","2005-08-21","22:02:08",2005,8,21,"1"
275,"2005-08-22 23:27:43","2005-08-22","23:27:43",2005,8,22,"2"
276,"2005-05-31 10:56:32","2005-05-31","10:56:32",2005,5,31,"3"
277,"2005-06-15 22:19:37","2005-06-15","22:19:37",2005,6,15,"4"
278,"2005-06-16 23:39:34","2005-06-16","23:39:34",2005,6,16,"5"
279,"2005-06-19 14:29:35","2005-06-19","14:29:35",2005,6,19,"1"
280,"2005-06-20 06:23:01","2005-06-20","06:23:01",2005,6,20,"2"
281,"2005-07-06 20:48:14","2005-07-06","20:48:14",2005,7,6,"4"
282,"2005-07-08 01:43:46","2005-07-08","01:43:46",2005,7,8,"6"
283,"2005-07-08 07:46:53","2005-07-08","07:46:53",2005,7,8,"6"
284,"2005-07-08 09:48:01","2005-07-08","09:48:01",2005,7,8,"6"
285,"2005-07-08 23:38:40","2005-07-08","23:38:40",2005,7,8,"6"
286,"2005-07-10 06:17:06","2005-07-10","06:17:06",2005,7,10,"1"
287,"2005-07-11 07:33:48","2005-07-11","07:33:48",2005,7,11,"2"
288,"2005-07-12 16:10:50","2005-07-12","16:10:50",2005,7,12,"3"
289,"2005-07-27 00:15:04","2005-07-27","00:15:04",2005,7,27,"4"
290,"2005-07-28 17:07:49","2005-07-28","17:07:49",2005,7,28,"5"
291,"2005-07-29 07:53:06","2005-07-29","07:53:06",2005,7,29,"6"
292,"2005-07-30 12:46:59","2005-07-30","12:46:59",2005,7,30,"7"
293,"2005-07-30 23:03:32","2005-07-30","23:03:32",2005,7,30,"7"
294,"2005-07-31 11:49:55","2005-07-31","11:49:55",2005,7,31,"1"
295,"2005-08-01 16:20:22","2005-08-01","16:20:22",2005,8,1,"2"
296,"2005-08-18 06:41:30","2005-08-18","06:41:30",2005,8,18,"5"
297,"2005-08-18 14:47:28","2005-08-18","14:47:28",2005,8,18,"5"
298,"2005-08-19 22:46:35","2005-08-19","22:46:35",2005,8,19,"6"
299,"2005-08-19 23:07:24","2005-08-19","23:07:24",2005,8,19,"6"
300,"2005-08-21 20:42:29","2005-08-21","20:42:29",2005,8,21,"1"
301,"2005-08-22 01:49:07","2005-08-22","01:49:07",2005,8,22,"2"
302,"2005-08-22 01:57:34","2005-08-22","01:57:34",2005,8,22,"2"
303,"2005-08-22 11:24:09","2005-08-22","11:24:09",2005,8,22,"2"
304,"2005-08-22 19:28:02","2005-08-22","19:28:02",2005,8,22,"2"
305,"2005-05-25 19:41:29","2005-05-25","19:41:29",2005,5,25,"4"
306,"2005-05-29 12:56:50","2005-05-29","12:56:50",2005,5,29,"1"
307,"2005-06-15 10:23:08","2005-06-15","10:23:08",2005,6,15,"4"
308,"2005-06-17 03:58:36","2005-06-17","03:58:36",2005,6,17,"6"
309,"2005-06-17 08:34:57","2005-06-17","08:34:57",2005,6,17,"6"
310,"2005-06-19 10:37:54","2005-06-19","10:37:54",2005,6,19,"1"
311,"2005-06-21 02:53:17","2005-06-21","02:53:17",2005,6,21,"3"
312,"2005-06-21 03:25:37","2005-06-21","03:25:37",2005,6,21,"3"
313,"2005-07-07 12:23:54","2005-07-07","12:23:54",2005,7,7,"5"
314,"2005-07-07 21:26:27","2005-07-07","21:26:27",2005,7,7,"5"
315,"2005-07-09 03:16:34","2005-07-09","03:16:34",2005,7,9,"7"
316,"2005-07-09 12:35:02","2005-07-09","12:35:02",2005,7,9,"7"
317,"2005-07-10 01:05:38","2005-07-10","01:05:38",2005,7,10,"1"
318,"2005-07-11 07:23:47","2005-07-11","07:23:47",2005,7,11,"2"
319,"2005-07-27 18:34:41","2005-07-27","18:34:41",2005,7,27,"4"
320,"2005-07-28 06:28:45","2005-07-28","06:28:45",2005,7,28,"5"
321,"2005-07-29 08:46:33","2005-07-29","08:46:33",2005,7,29,"6"
322,"2005-07-30 03:28:27","2005-07-30","03:28:27",2005,7,30,"7"
323,"2005-07-31 02:39:38","2005-07-31","02:39:38",2005,7,31,"1"
324,"2005-08-01 09:54:41","2005-08-01","09:54:41",2005,8,1,"2"
325,"2005-08-01 22:59:10","2005-08-01","22:59:10",2005,8,1,"2"
326,"2005-08-02 17:14:19","2005-08-02","17:14:19",2005,8,2,"3"
327,"2005-08-17 20:55:25","2005-08-17","20:55:25",2005,8,17,"4"
328,"2005-08-18 10:18:06","2005-08-18","10:18:06",2005,8,18,"5"
329,"2005-08-19 18:56:32","2005-08-19","18:56:32",2005,8,19,"6"
330,"2005-08-19 22:08:48","2005-08-19","22:08:48",2005,8,19,"6"
331,"2005-08-21 06:29:20","2005-08-21","06:29:20",2005,8,21,"1"
332,"2005-08-21 15:24:24","2005-08-21","15:24:24",2005,8,21,"1"
333,"2005-08-22 10:58:45","2005-08-22","10:58:45",2005,8,22,"2"
334,"2005-08-22 22:31:20","2005-08-22","22:31:20",2005,8,22,"2"
335,"2005-08-23 18:31:40","2005-08-23","18:31:40",2005,8,23,"3"
336,"2005-05-30 02:00:28","2005-05-30","02:00:28",2005,5,30,"2"
337,"2005-06-17 19:57:46","2005-06-17","19:57:46",2005,6,17,"6"
338,"2005-06-17 22:50:36","2005-06-17","22:50:36",2005,6,17,"6"
339,"2005-06-18 04:31:41","2005-06-18","04:31:41",2005,6,18,"7"
340,"2005-06-18 10:08:07","2005-06-18","10:08:07",2005,6,18,"7"
341,"2005-06-19 05:05:03","2005-06-19","05:05:03",2005,6,19,"1"
342,"2005-06-20 23:04:20","2005-06-20","23:04:20",2005,6,20,"2"
343,"2005-06-21 07:46:58","2005-06-21","07:46:58",2005,6,21,"3"
344,"2005-07-07 14:25:28","2005-07-07","14:25:28",2005,7,7,"5"
345,"2005-07-09 06:13:54","2005-07-09","06:13:54",2005,7,9,"7"
346,"2005-07-09 14:10:36","2005-07-09","14:10:36",2005,7,9,"7"
347,"2005-07-10 13:07:31","2005-07-10","13:07:31",2005,7,10,"1"
348,"2005-07-12 00:23:48","2005-07-12","00:23:48",2005,7,12,"3"
