"payment_id","customer_id","film_id","store_id","datetime_id","amount"
392,15,657,2,5724,2.99
393,15,190,1,5725,4.99
394,15,525,1,5726,0.99
395,15,973,2,5727,6.99
396,15,61,2,5728,4.99
397,15,353,1,5729,2.99
398,15,526,1,5730,2.99
399,15,353,1,5731,2.99
400,15,326,2,5732,2.99
401,15,784,2,5733,2.99
402,15,811,1,5734,7.99
403,15,428,2,5735,2.99
404,15,474,2,5736,2.99
405,15,73,1,5737,2.99
406,15,313,2,5738,8.99
407,15,213,1,5739,5.99
408,15,100,2,5740,5.99
409,15,300,1,5741,4.99
410,15,873,2,5742,3.99
411,15,194,2,5743,0.99
412,15,764,2,5744,4.99
413,15,214,2,5745,8.99
414,15,379,1,5746,0.99
415,15,361,1,5747,4.99
416,15,116,1,5480,3.98
417,15,812,2,5480,0.00
418,16,309,1,5748,3.99
419,16,393,1,5749,2.99
420,16,598,2,5750,0.99
421,16,274,1,5751,2.99
422,16,871,2,5752,6.99
423,16,71,1,5753,7.99
425,16,865,1,5755,7.99
426,16,646,2,5756,0.99
427,16,982,1,5757,0.99
428,16,615,2,5758,2.99
429,16,651,2,5759,3.99
430,16,100,2,5760,4.99
431,16,764,1,5761,4.99
432,16,816,2,5762,0.99
433,16,468,2,5763,2.99
434,16,939,2,5764,5.99
435,16,875,2,5765,0.99
436,16,683,2,5766,5.99
437,16,700,2,5767,2.99
438,16,445,2,5768,2.99
439,16,153,2,5769,0.99
440,16,993,2,5770,2.99
441,16,112,1,5771,4.99
442,16,898,1,5772,7.99
443,16,668,2,5773,4.99
444,16,917,1,5774,4.99
445,16,45,1,5775,6.99
446,16,973,1,5776,8.99
447,17,792,2,5777,2.99
448,17,770,1,5778,2.99
449,17,889,2,5779,4.99
450,17,879,2,5780,5.99
451,17,271,1,5781,8.99
452,17,838,2,5782,5.99
453,17,810,1,5783,3.99
454,17,619,1,5784,3.99
455,17,795,2,5785,1.99
456,17,48,2,5786,8.99
457,17,835,1,5787,2.99
458,17,409,2,5788,8.99
459,17,559,1,5789,2.99
460,17,460,2,5790,8.99
461,17,873,1,5791,0.99
462,17,661,2,5792,4.99
463,17,252,1,5793,2.99
464,17,201,1,5794,2.99
465,17,234,2,5795,2.99
466,17,22,1,5796,2.99
467,17,458,2,5797,5.99
468,18,432,1,5798,2.99
469,18,973,1,5799,4.99
470,18,174,1,5800,4.99
471,18,778,2,5801,5.99
472,18,10,2,5802,4.99
473,18,356,2,5803,5.99
474,18,995,1,5804,8.99
475,18,417,2,5805,3.99
476,18,740,2,5806,3.99
477,18,206,2,5807,3.99
478,18,445,2,5808,2.99
479,18,270,1,5809,0.99
480,18,463,2,5810,2.99
481,18,611,1,5811,4.99
482,18,173,1,5812,4.99
483,18,199,2,5813,4.99
484,18,995,1,5814,4.99
485,18,200,2,5815,1.99
486,18,680,2,5816,4.99
487,18,637,2,5817,4.99
488,18,953,2,5818,0.99
489,18,54,2,5819,0.99
490,19,741,2,5820,0.99
491,19,893,2,5821,9.99
492,19,563,1,5822,6.99
493,19,164,1,5823,2.99
494,19,83,2,5824,2.99
495,19,450,2,5825,2.99
496,19,786,1,5826,2.99
497,19,756,1,5827,2.99
498,19,789,2,5828,2.99
499,19,856,2,5829,4.99
500,19,532,2,5830,4.99
501,19,31,1,5831,5.99
502,19,875,1,5832,0.99
503,19,506,2,5833,9.99
504,19,263,1,5834,7.99
505,19,590,2,5835,8.99
506,19,757,1,5836,5.99
507,19,324,1,5837,9.99
508,19,35,2,5838,2.99
509,19,45,1,5839,8.99
510,19,483,2,5840,8.99
511,19,412,1,5841,4.99
512,19,288,1,5842,2.99
513,19,875,2,5843,0.99
514,20,147,2,5844,2.99
515,20,578,2,5845,6.99
516,20,109,2,5846,1.99
517,20,948,2,5847,0.99
518,20,581,2,5848,3.99
519,20,994,2,5849,4.99
520,20,707,1,5850,4.99
521,20,445,2,5851,3.99
522,20,59,1,5852,2.99
523,20,813,1,5853,2.99
524,20,443,1,5854,2.99
525,20,465,2,5855,6.99
526,20,580,2,5856,4.99
527,20,274,2,5857,5.99
528,20,928,2,5858,2.99
529,20,420,2,5859,4.99
530,20,952,2,5860,3.99
531,20,631,2,5861,4.99
532,20,243,1,5862,7.99
533,20,747,1,5863,1.99
534,20,595,1,5864,0.99
535,20,492,1,5865,0.99
536,20,321,2,5866,4.99
537,20,969,1,5867,4.99
538,20,735,2,5868,2.99
539,20,841,2,5869,2.99
540,20,989,2,5870,6.99
541,20,317,1,5871,1.99
542,20,218,2,5872,0.99
543,20,638,1,5873,2.99
544,21,96,1,5874,3.99
545,21,181,2,5875,3.99
546,21,249,1,5876,0.99
547,21,759,2,5877,7.99
548,21,957,1,5878,4.99
549,21,690,1,5879,2.99
550,21,451,2,5880,4.99
551,21,908,1,5881,10.99
552,21,369,2,5882,4.99
553,21,793,1,5883,3.99
554,21,773,1,5884,2.99
555,21,531,2,5885,1.99
556,21,531,1,5886,0.99
557,21,753,2,5887,6.99
558,21,204,2,5888,2.99
559,21,577,2,5889,0.99
560,21,44,1,5890,5.99
561,21,81,2,5891,4.99
562,21,250,1,5892,0.99
563,21,677,2,5893,0.99
564,21,387,2,5894,0.99
565,21,741,2,5895,2.99
566,21,91,2,5896,4.99
567,21,787,1,5897,6.99
568,21,620,1,5898,2.99
569,21,502,2,5899,4.99
570,21,967,1,5900,4.99
571,21,113,1,5901,8.99
572,21,854,1,5902,9.99
573,21,952,1,5903,4.99
574,21,698,2,5904,8.99
575,21,602,2,5905,2.99
576,21,952,2,5906,2.99
577,21,100,1,5907,4.99
578,21,264,1,5480,2.99
579,22,735,1,5908,4.99
580,22,394,1,5909,4.99
581,22,567,2,5910,8.99
582,22,876,1,5911,2.99
583,22,274,2,5912,2.99
584,22,710,1,5913,6.99
585,22,644,1,5914,2.99
586,22,256,1,5915,4.99
587,22,239,1,5916,7.99
588,22,388,2,5917,0.99
589,22,117,1,5918,4.99
590,22,55,1,5919,5.99
591,22,443,1,5920,2.99
592,22,436,2,5921,0.99
593,22,112,2,5922,9.99
594,22,287,1,5923,2.99
595,22,715,1,5924,6.99
596,22,971,1,5925,7.99
597,22,519,1,5926,6.99
598,22,779,1,5927,4.99
599,22,627,1,5928,4.99
600,22,861,1,5480,4.99
601,23,902,1,5929,8.99
602,23,502,1,5930,2.99
603,23,732,2,5931,0.99
604,23,525,1,5932,1.99
605,23,602,1,5933,0.99
606,23,289,1,5934,5.99
607,23,330,1,5935,4.99
608,23,374,1,5936,2.99
609,23,331,2,5937,3.99
610,23,850,2,5938,2.99
611,23,319,2,5939,2.99
612,23,109,1,5940,2.99
613,23,820,1,5941,2.99
614,23,668,2,5942,5.99
615,23,37,1,5943,7.99
616,23,394,1,5944,2.99
617,23,27,2,5945,0.99
618,23,859,2,5946,5.99
619,23,350,2,5947,9.99
620,23,602,2,5948,3.99
621,23,857,1,5949,6.99
622,23,835,1,5950,2.99
623,23,464,2,5951,2.99
624,23,907,2,5952,2.99
625,23,846,2,5953,4.99
626,23,804,2,5954,6.99
627,23,651,2,5955,0.99
628,23,496,2,5956,0.99
629,23,608,2,5957,2.99
630,23,236,2,5480,2.99
631,24,698,2,5958,6.99
632,24,433,2,5959,2.99
633,24,4,1,5960,2.99
634,24,572,1,5961,2.99
635,24,518,2,5962,4.99
636,24,183,1,5963,5.99
637,24,316,2,5964,7.99
638,24,778,2,5965,7.99
639,24,275,2,5966,2.99
640,24,344,1,5967,0.99
641,24,951,2,5968,0.99
642,24,583,1,5969,4.99
643,24,741,1,5970,1.99
644,24,75,1,5971,4.99
645,24,864,1,5972,0.99
646,24,511,2,5973,0.99
647,24,679,2,5974,2.99
648,24,707,1,5975,2.99
649,24,554,2,5976,2.99
650,24,916,2,5977,8.99
651,24,58,1,5978,2.99
652,24,143,1,5979,1.99
653,24,531,2,5980,4.99
654,24,281,1,5981,0.99
655,24,159,2,5982,4.99
656,25,654,1,5983,7.99
657,25,3,2,5984,2.99
658,25,268,1,5985,4.99
659,25,835,1,5986,2.99
660,25,893,2,5987,6.99
661,25,861,2,5988,8.99
662,25,145,1,5989,4.99
663,25,253,1,5990,4.99
664,25,689,1,5991,2.99
665,25,744,1,5992,0.99
666,25,209,2,5993,2.99
667,25,53,1,5994,2.99
668,25,133,1,5995,4.99
669,25,166,2,5996,2.99
670,25,754,2,5997,2.99
671,25,97,2,5998,0.99
672,25,892,1,5999,8.99
673,25,328,2,6000,2.99
674,25,789,2,6001,2.99
675,25,16,2,6002,2.99
676,25,115,1,6003,5.99
677,25,620,2,6004,2.99
678,25,841,1,6005,2.99
679,25,830,1,6006,0.99
680,25,76,1,6007,0.99
681,25,114,1,6008,4.99
682,25,37,1,6009,4.99
683,25,945,1,6010,0.99
684,25,968,1,6011,5.99
685,26,592,1,6012,2.99
686,26,373,2,6013,2.99
687,26,641,1,6014,5.99
688,26,645,2,6015,4.99
689,26,177,1,6016,9.99
690,26,628,2,6017,3.99
691,26,771,2,6018,6.99
692,26,408,1,6019,4.99
693,26,277,1,6020,4.99
694,26,295,1,6021,2.99
695,26,172,1,6022,4.99
696,26,142,1,6023,4.99
697,26,266,2,6024,0.99
698,26,207,1,6025,6.99
699,26,49,1,6026,3.99
700,26,531,1,6027,6.99
701,26,773,1,6028,2.99
702,26,945,1,6029,1.99
703,26,758,2,6030,2.99
704,26,143,2,6031,0.99
705,26,936,1,6032,4.99
706,26,744,1,6033,0.99
707,26,344,1,6034,3.99
708,26,483,1,6035,3.99
709,26,612,2,6036,2.99
710,26,807,1,6037,0.99
711,26,67,1,6038,5.99
712,26,127,2,6039,4.99
713,26,412,2,6040,4.99
714,26,778,2,6041,8.99
715,26,19,2,6042,1.99
716,26,964,1,6043,7.99
717,26,705,1,6044,2.99
718,26,616,1,6045,7.99
719,27,855,2,6046,2.99
720,27,444,1,6047,4.99
721,27,571,2,6048,4.99
722,27,984,2,6049,2.99
723,27,476,2,6050,3.99
724,27,986,2,6051,2.99
725,27,668,1,6052,4.99
726,27,641,1,6053,1.99
727,27,554,2,6054,3.99
728,27,280,2,6055,0.99
729,27,242,1,6056,5.99
730,27,631,1,6057,0.99
731,27,260,1,6058,4.99
732,27,748,2,6059,0.99
733,27,865,2,6060,5.99
734,27,37,2,6061,4.99
735,27,280,1,6062,1.99
736,27,795,2,6063,0.99
737,27,376,2,6064,5.99
738,27,75,1,6065,7.99
739,27,963,1,6066,4.99
740,27,199,1,6067,7.99
741,27,845,1,6068,4.99
742,27,228,1,6069,0.99
743,27,226,1,6070,8.99
744,27,532,2,6071,6.99
745,27,867,2,6072,5.99
746,27,344,2,6073,0.99
747,27,609,1,6074,2.99
748,27,61,2,6075,4.99
749,27,636,1,6076,0.99
750,28,96,2,6077,2.99
751,28,788,1,6078,2.99
752,28,841,2,6079,2.99
753,28,265,1,6080,4.99
754,28,945,2,6081,3.99
755,28,634,2,6082,0.99
756,28,54,1,6083,0.99
757,28,981,1,6084,0.99
758,28,496,2,6085,0.99
759,28,608,2,6086,4.99
760,28,204,2,6087,2.99
761,28,656,1,6088,5.99
762,28,830,2,6089,0.99
763,28,218,2,6090,0.99
764,28,74,1,6091,9.99
765,28,510,1,6092,4.99
766,28,960,1,6093,2.99
767,28,520,2,6094,2.99
768,28,271,2,6095,4.99
769,28,902,2,6096,4.99
770,28,162,2,6097,2.99
771,28,116,2,6098,6.99
772,28,311,1,6099,2.99
773,28,69,1,6100,3.99
774,28,538,2,6101,2.99
775,28,907,1,6102,0.99
776,28,756,1,6103,2.99
777,28,579,2,6104,4.99
778,28,514,2,6105,2.99
779,28,44,1,6106,4.99
780,28,447,1,6107,2.99
781,28,869,2,5480,2.99
782,29,295,2,6108,1.99
783,29,360,1,6109,0.99
784,29,545,1,6110,0.99
785,29,354,1,6111,7.99
786,29,993,1,6112,2.99
787,29,999,2,6113,2.99
788,29,22,2,6114,2.99
789,29,621,1,6115,2.99
790,29,686,2,6116,6.99
791,29,18,1,6117,0.99
792,29,122,2,6118,0.99
793,29,680,2,6119,10.99
794,29,280,1,6120,1.99
795,29,414,2,6121,3.99
796,29,519,1,6122,6.99
797,29,656,1,6123,0.99
798,29,468,2,6124,2.99
799,29,614,2,6125,4.99
800,29,456,1,6126,4.99
801,29,135,1,6127,5.99
802,29,189,2,6128,1.99
803,29,698,1,6129,4.99
804,29,958,2,6130,2.99
805,29,731,1,6131,4.99
806,29,235,1,6132,2.99
807,29,226,2,6133,6.99
808,29,473,2,6134,6.99
809,29,288,2,6135,2.99
810,29,549,1,6136,0.99
811,29,784,2,6137,2.99
812,29,726,1,6138,3.99
813,29,406,1,6139,0.99
814,29,944,1,6140,4.99
815,29,439,1,6141,7.99
816,29,597,1,6142,5.99
817,29,118,2,5480,0.99
818,30,849,2,6143,1.99
819,30,149,2,6144,2.99
820,30,361,2,6145,4.99
821,30,280,2,6146,2.99
822,30,403,1,6147,4.99
823,30,58,2,6148,2.99
824,30,428,2,6149,2.99
825,30,989,2,6150,5.99
826,30,919,1,6151,9.99
827,30,945,1,6152,0.99
828,30,1000,2,6153,7.99
829,30,945,1,6154,0.99
830,30,361,2,6155,2.99
831,30,524,2,6156,2.99
832,30,715,2,6157,4.99
833,30,578,1,6158,4.99
834,30,271,2,6159,4.99
835,30,473,1,6160,4.99
836,30,702,1,6161,2.99
837,30,790,2,6162,2.99
838,30,280,2,6163,0.99
839,30,242,1,6164,0.99
840,30,559,1,6165,2.99
841,30,625,1,6166,6.99
842,30,258,1,6167,2.99
843,30,132,1,6168,2.99
844,30,493,2,6169,0.99
845,30,855,1,6170,0.99
846,30,65,1,6171,4.99
847,30,379,1,6172,0.99
848,30,17,1,6173,2.99
849,30,256,1,6174,4.99
850,30,417,1,6175,4.99
851,30,958,2,6176,2.99
852,31,487,2,6177,4.99
853,31,114,1,6178,1.99
854,31,673,1,6179,0.99
855,31,139,2,6180,6.99
856,31,433,1,6181,7.99
857,31,40,2,6182,0.99
858,31,906,1,6183,0.99
859,31,354,2,6184,4.99
860,31,471,2,6185,2.99
861,31,382,2,6186,1.99
862,31,650,1,6187,0.99
863,31,805,1,6188,4.99
864,31,551,2,6189,4.99
865,31,61,1,6190,6.99
866,31,439,2,6191,9.99
867,31,147,1,6192,3.99
868,31,338,2,6193,4.99
869,31,440,1,6194,1.99
870,31,311,2,6195,3.99
871,31,414,2,6196,2.99
872,31,185,2,6197,2.99
873,31,186,2,6198,0.99
874,31,131,2,6199,4.99
875,31,996,1,6200,0.99
876,31,725,2,6201,6.99
877,31,791,2,6202,6.99
878,32,330,2,6203,4.99
879,32,350,2,6204,4.99
880,32,510,2,6205,4.99
881,32,785,2,6206,6.99
882,32,358,2,6207,0.99
883,32,676,2,6208,5.99
884,32,76,2,6209,1.99
885,32,534,1,6210,2.99
886,32,391,1,6211,2.99
887,32,235,2,6212,2.99
888,32,91,2,6213,0.99
889,32,624,1,6214,9.99
890,32,629,1,6215,0.99
891,32,576,1,6216,2.99
892,32,478,1,6217,3.99
893,32,526,2,6218,2.99
894,32,172,1,6219,6.99
895,32,344,1,6220,5.99
896,32,5,1,6221,2.99
897,32,127,2,6222,5.99
898,32,638,2,6223,2.99
899,32,297,2,6224,2.99
900,32,174,1,6225,4.99
901,32,995,2,6226,4.99
902,32,973,2,6227,9.99
903,32,739,1,6228,8.99
904,32,849,1,6229,1.99
905,32,830,1,6230,0.99
906,32,213,2,6231,5.99
907,33,600,1,6232,2.99
908,33,324,1,6233,10.99
909,33,938,2,6234,8.99
910,33,637,1,6235,5.99
911,33,531,1,6236,0.99
912,33,131,1,6237,4.99
913,33,882,2,6238,0.99
914,33,403,1,6239,4.99
915,33,86,1,6240,4.99
916,33,745,2,6241,4.99
917,33,110,1,6242,1.99
918,33,72,2,6243,2.99
919,33,330,1,6244,4.99
920,33,682,1,6245,7.99
921,33,468,1,6246,2.99
922,33,519,1,6247,7.99
923,33,18,1,6248,0.99
924,33,200,1,6249,0.99
925,33,432,1,6250,5.99
926,33,378,2,6251,2.99
927,33,90,1,5480,0.99
928,34,312,1,6252,4.99
929,34,624,2,6253,5.99
930,34,19,1,6254,0.99
